no_tms,team_id,franch_id,tm_code,year_id,games,wins,WPCT,ELO,norm_W,rk_nW,elo_talent_wins,rk_eW,pi-x-nW,pi-x-eW
28,phi,phi,1989_phi,1989,6,4,0.666666667,1579.733781,4,7,9.705711851,6,28,58.2342711
28,chi,chi,1989_chi,1989,6,4,0.666666667,1576.982866,4,7,9.648705963,7,28,67.54094174
28,min,min,1989_min,1989,6,4,0.666666667,1564.782951,4,7,9.393648405,8,28,75.14918724
28,buf,buf,1989_buf,1989,6,4,0.666666667,1558.480003,4,7,9.260578418,9,28,83.34520577
28,clt,clt,1989_clt,1989,6,3,0.5,1545.976827,3,14.5,8.994396263,10,43.5,89.94396263
28,oti,oti,1989_oti,1989,6,3,0.5,1545.02915,3,14.5,8.974115166,11,43.5,98.71526683
28,cle,rav,1989_cle,1989,6,3,0.5,1538.698522,3,14.5,8.838302195,12,43.5,106.0596263
28,was,was,1989_was,1989,6,3,0.5,1513.852685,3,14.5,8.301077382,14,43.5,116.2150833
28,sea,sea,1989_sea,1989,6,3,0.5,1511.167463,3,14.5,8.242754931,15,43.5,123.641324
28,mia,mia,1989_mia,1989,6,3,0.5,1497.35875,3,14.5,7.942549474,16,43.5,127.0807916
28,pit,pit,1989_pit,1989,6,3,0.5,1495.783905,3,14.5,7.908306094,17,43.5,134.4412036
28,rai,rai,1989_rai,1989,6,3,0.5,1483.230831,3,14.5,7.635585116,18,43.5,137.4405321
28,tam,tam,1989_tam,1989,6,3,0.5,1445.48825,3,14.5,6.823573133,21,43.5,143.2950358
28,gnb,gnb,1989_gnb,1989,6,3,0.5,1437.803377,3,14.5,6.660825831,23,43.5,153.1989941
28,nor,nor,1989_nor,1989,6,2,0.333333333,1524.233533,2,22.5,8.526176039,13,45,110.8402885
28,nwe,nwe,1989_nwe,1989,6,2,0.333333333,1465.013146,2,22.5,7.241541152,19,45,137.5892819
28,sdg,sdg,1989_sdg,1989,6,2,0.333333333,1451.743783,2,22.5,6.956849626,20,45,139.1369925
28,crd,crd,1989_crd,1989,6,2,0.333333333,1418.958382,2,22.5,6.267226319,24,45,150.4134317
28,kan,kan,1989_kan,1989,6,2,0.333333333,1414.004421,2,22.5,6.165258576,25,45,154.1314644
28,atl,atl,1989_atl,1989,6,2,0.333333333,1400.805601,2,22.5,5.897130063,26,45,153.3253816
28,nyj,nyj,1989_nyj,1989,6,1,0.166666667,1443.569936,1,26.5,6.78284142,22,26.5,149.2225112
28,det,det,1989_det,1989,6,1,0.166666667,1335.738583,1,26.5,4.674186801,27,26.5,126.2030436
28,dal,dal,1989_dal,1989,6,0,0,1317.995897,0,28,4.377071694,28,0,122.5580074
28,sfo,sfo,1990_sfo,1990,5,5,1,1734.458221,6,1.5,12.38248737,1,9,12.38248737
28,nyg,nyg,1990_nyg,1990,5,5,1,1641.424571,6,1.5,10.91825352,2,9,21.83650703
28,rai,rai,1990_rai,1990,6,5,0.833333333,1568.288324,5,3.5,9.467289167,6,17.5,56.803735
28,chi,chi,1990_chi,1990,6,5,0.833333333,1564.138928,5,3.5,9.38008951,7,17.5,65.66062657
28,buf,buf,1990_buf,1990,5,4,0.8,1587.594917,4.8,5.5,9.867482139,3,26.4,29.60244642
28,mia,mia,1990_mia,1990,5,4,0.8,1555.752647,4.8,5.5,9.2027526,8,26.4,73.6220208
28,kan,kan,1990_kan,1990,6,4,0.666666667,1569.741709,4,8,9.497740622,5,32,47.48870311
28,cin,cin,1990_cin,1990,6,4,0.666666667,1527.306967,4,8,8.592670251,13,32,111.7047133
28,tam,tam,1990_tam,1990,6,4,0.666666667,1458.992202,4,8,7.112061746,21,32,149.3532967
28,was,was,1990_was,1990,5,3,0.6,1572.07179,3.6,10,9.546457797,4,36,38.18583119
28,pit,pit,1990_pit,1990,6,3,0.5,1535.6396,3,11.5,8.77248771,11,34.5,96.49736481
28,oti,oti,1990_oti,1990,6,3,0.5,1528.278509,3,11.5,8.613672278,12,34.5,103.3640673
28,nor,nor,1990_nor,1990,5,2,0.4,1555.550324,2.4,15,9.198457325,9,36,82.78611593
28,phi,phi,1990_phi,1990,5,2,0.4,1545.133975,2.4,15,8.976359182,10,36,89.76359182
28,clt,clt,1990_clt,1990,5,2,0.4,1491.204907,2.4,15,7.808764971,16,36,124.9402395
28,crd,crd,1990_crd,1990,5,2,0.4,1398.324109,2.4,15,5.847339708,24,36,140.336153
28,atl,atl,1990_atl,1990,5,2,0.4,1395.269515,2.4,15,5.78633733,25,36,144.6584332
28,den,den,1990_den,1990,6,2,0.333333333,1507.392934,2,21.5,8.160729082,15,43,122.4109362
28,sea,sea,1990_sea,1990,6,2,0.333333333,1479.825488,2,21.5,7.561726849,18,43,136.1110833
28,cle,rav,1990_cle,1990,6,2,0.333333333,1479.54591,2,21.5,7.555666379,19,43,143.5576612
28,sdg,sdg,1990_sdg,1990,6,2,0.333333333,1472.745812,2,21.5,7.408440909,20,43,148.1688182
28,det,det,1990_det,1990,6,2,0.333333333,1439.530817,2,21.5,6.697307602,22,43,147.3407672
28,gnb,gnb,1990_gnb,1990,6,2,0.333333333,1429.296741,2,21.5,6.482109623,23,43,149.0885213
28,nyj,nyj,1990_nyj,1990,6,2,0.333333333,1386.949438,2,21.5,5.621859217,26,43,146.1683396
28,dal,dal,1990_dal,1990,6,2,0.333333333,1336.074691,2,21.5,4.679987407,28,43,131.0396474
28,ram,ram,1990_ram,1990,5,1,0.2,1520.225147,1.2,26.5,8.439340812,14,31.8,118.1507714
28,nwe,nwe,1990_nwe,1990,5,1,0.2,1370.075023,1.2,26.5,5.296484386,27,31.8,143.0050784
28,min,min,1990_min,1990,6,1,0.166666667,1487.681076,1,28,7.732201905,17,28,131.4474324
28,was,was,1991_was,1991,6,6,1,1683.227768,6,1.5,11.64270548,1,9,11.64270548
28,nor,nor,1991_nor,1991,5,5,1,1620.074069,6,1.5,10.51493393,4,9,42.05973573
28,buf,buf,1991_buf,1991,6,5,0.833333333,1647.165194,5,3.5,11.02316534,2,17.5,22.04633068
28,det,det,1991_det,1991,6,5,0.833333333,1543.927563,5,3.5,8.950523327,9,17.5,80.55470994
28,oti,oti,1991_oti,1991,5,4,0.8,1606.106763,4.8,5,10.24101157,5,24,51.20505783
28,kan,kan,1991_kan,1991,6,4,0.666666667,1596.227254,4,7.5,10.04303791,6,30,60.25822744
28,den,den,1991_den,1991,6,4,0.666666667,1530.20463,4,7.5,8.655283045,13,30,112.5186796
28,chi,chi,1991_chi,1991,6,4,0.666666667,1527.815159,4,7.5,8.603657029,14,30,120.4511984
28,dal,dal,1991_dal,1991,6,4,0.666666667,1491.814074,4,7.5,7.822004572,16,30,125.1520731
28,pit,pit,1991_pit,1991,5,3,0.6,1541.651373,3.6,10,8.901720112,10,36,89.01720112
28,nyg,nyg,1991_nyg,1991,6,3,0.5,1588.462489,3,14,9.885227859,7,42,69.19659502
28,phi,phi,1991_phi,1991,6,3,0.5,1552.416955,3,14,9.131841511,8,42,73.05473209
28,sea,sea,1991_sea,1991,6,3,0.5,1534.093818,3,14,8.739186429,11,42,96.13105072
28,mia,mia,1991_mia,1991,6,3,0.5,1532.90081,3,14,8.713466464,12,42,104.5615976
28,rai,rai,1991_rai,1991,6,3,0.5,1527.793113,3,14,8.603180459,15,42,129.0477069
28,nyj,nyj,1991_nyj,1991,6,3,0.5,1458.730919,3,14,7.106453595,19,42,135.0226183
28,crd,crd,1991_crd,1991,6,3,0.5,1454.215451,3,14,7.009687467,20,42,140.1937493
28,sfo,sfo,1991_sfo,1991,5,2,0.4,1624.50785,2.4,19.5,10.60029831,3,46.8,31.80089492
28,ram,ram,1991_ram,1991,5,2,0.4,1463.165158,2.4,19.5,7.201752138,18,46.8,129.6315385
28,atl,atl,1991_atl,1991,5,2,0.4,1429.318321,2.4,19.5,6.482560919,22,46.8,142.6163402
28,cle,rav,1991_cle,1991,5,2,0.4,1389.133454,2.4,19.5,5.664789957,24,46.8,135.954959
28,min,min,1991_min,1991,6,2,0.333333333,1464.37311,2,22.5,7.227755927,17,45,122.8718508
28,nwe,nwe,1991_nwe,1991,6,2,0.333333333,1322.100027,2,22.5,4.444168562,28,45,124.4367197
28,sdg,sdg,1991_sdg,1991,6,1,0.166666667,1453.997136,1,25,7.005016615,21,25,147.1053489
28,gnb,gnb,1991_gnb,1991,6,1,0.166666667,1387.154391,1,25,5.625880351,25,25,140.6470088
28,tam,tam,1991_tam,1991,6,1,0.166666667,1385.696919,1,25,5.597319588,26,25,145.5303093
28,cin,cin,1991_cin,1991,5,0,0,1422.684448,0,27.5,6.344359252,23,0,145.9202628
28,clt,clt,1991_clt,1991,6,0,0,1360.051314,0,27.5,5.108941578,27,0,137.9414226
28,mia,mia,1992_mia,1992,5,5,1,1603.838341,6,1,10.19584875,6,6,61.1750925
28,sfo,sfo,1992_sfo,1992,6,5,0.833333333,1687.81065,5,2,11.71607486,1,10,11.71607486
28,phi,phi,1992_phi,1992,5,4,0.8,1625.352537,4.8,4.5,10.61646959,3,21.6,31.84940877
28,dal,dal,1992_dal,1992,5,4,0.8,1603.949668,4.8,4.5,10.19806939,5,21.6,50.99034695
28,oti,oti,1992_oti,1992,5,4,0.8,1597.884123,4.8,4.5,10.07646681,7,21.6,70.53526769
28,min,min,1992_min,1992,5,4,0.8,1526.232221,4.8,4.5,8.569427229,12,21.6,102.8331268
28,kan,kan,1992_kan,1992,6,4,0.666666667,1619.063231,4,8.5,10.4953609,4,34,41.9814436
28,nor,nor,1992_nor,1992,6,4,0.666666667,1596.419212,4,8.5,10.04691538,8,34,80.37532301
28,buf,buf,1992_buf,1992,6,4,0.666666667,1576.66197,4,8.5,9.642043403,9,34,86.77839062
28,den,den,1992_den,1992,6,4,0.666666667,1570.351491,4,8.5,9.510502263,10,34,95.10502263
28,was,was,1992_was,1992,5,3,0.6,1668.789564,3.6,12.5,11.40332161,2,45,22.80664322
28,pit,pit,1992_pit,1992,5,3,0.6,1502.126991,3.6,12.5,8.046237941,16,45,128.7398071
28,tam,tam,1992_tam,1992,5,3,0.6,1411.933134,3.6,12.5,6.122831348,21,45,128.5794583
28,clt,clt,1992_clt,1992,5,3,0.6,1389.115963,3.6,12.5,5.664445437,26,45,147.2755814
28,nyg,nyg,1992_nyg,1992,5,2,0.4,1525.527912,2.4,17,8.554189978,13,40.8,111.2044697
28,chi,chi,1992_chi,1992,5,2,0.4,1507.870079,2.4,17,8.171100428,15,40.8,122.5665064
28,cle,rav,1992_cle,1992,5,2,0.4,1444.411564,2.4,17,6.800703387,18,40.8,122.412661
28,gnb,gnb,1992_gnb,1992,5,2,0.4,1421.905461,2.4,17,6.328203361,19,40.8,120.2358639
28,cin,cin,1992_cin,1992,5,2,0.4,1407.4672,2.4,17,6.031785746,24,40.8,144.7628579
28,atl,atl,1992_atl,1992,6,2,0.333333333,1514.473519,2,21,8.314557258,14,42,116.4038016
28,rai,rai,1992_rai,1992,6,2,0.333333333,1497.732453,2,21,7.950675636,17,42,135.1614858
28,ram,ram,1992_ram,1992,6,2,0.333333333,1402.09715,2,21,5.923125473,25,42,148.0781368
28,det,det,1992_det,1992,5,1,0.2,1527.921057,1.2,24,8.605946186,11,28.8,94.66540804
28,sdg,sdg,1992_sdg,1992,5,1,0.2,1409.384947,1.2,24,6.070808619,22,28.8,133.5577896
28,crd,crd,1992_crd,1992,5,1,0.2,1358.242164,1.2,24,5.075582075,27,28.8,137.040716
28,nyj,nyj,1992_nyj,1992,6,1,0.166666667,1413.232171,1,26.5,6.149425644,20,26.5,122.9885129
28,sea,sea,1992_sea,1992,6,1,0.166666667,1408.914469,1,26.5,6.061224826,23,26.5,139.408171
28,nwe,nwe,1992_nwe,1992,5,0,0,1320.630444,0,28,4.420026908,28,0,123.7607534
28,nor,nor,1993_nor,1993,5,5,1,1667.110578,6,1,11.37470377,2,6,22.74940755
28,buf,buf,1993_buf,1993,5,4,0.8,1614.012955,4.8,4,10.39697097,4,19.2,41.58788386
28,phi,phi,1993_phi,1993,5,4,0.8,1608.452581,4.8,4,10.28752382,5,19.2,51.4376191
28,mia,mia,1993_mia,1993,5,4,0.8,1592.186937,4.8,4,9.961154499,6,19.2,59.766927
28,kan,kan,1993_kan,1993,5,4,0.8,1573.2444,4.8,4,9.570925567,7,19.2,66.99647897
28,nyg,nyg,1993_nyg,1993,5,4,0.8,1570.435182,4.8,4,9.512253088,8,19.2,76.0980247
28,dal,dal,1993_dal,1993,5,3,0.6,1683.806076,3.6,11.5,11.65203525,1,41.4,11.65203525
28,sfo,sfo,1993_sfo,1993,5,3,0.6,1646.509707,3.6,11.5,11.01126665,3,41.4,33.03379996
28,den,den,1993_den,1993,5,3,0.6,1535.729003,3.6,11.5,8.774412904,9,41.4,78.96971614
28,min,min,1993_min,1993,5,3,0.6,1534.821141,3.6,11.5,8.754858839,10,41.4,87.54858839
28,pit,pit,1993_pit,1993,5,3,0.6,1534.295735,3.6,11.5,8.74353796,11,41.4,96.17891755
28,rai,rai,1993_rai,1993,5,3,0.6,1511.297746,3.6,11.5,8.245585326,13,41.4,107.1926092
28,chi,chi,1993_chi,1993,5,3,0.6,1500.475111,3.6,11.5,8.010316741,16,41.4,128.1650679
28,cle,rav,1993_cle,1993,5,3,0.6,1481.807563,3.6,11.5,7.604707314,18,41.4,136.8847317
28,det,det,1993_det,1993,5,3,0.6,1474.832257,3.6,11.5,7.45357364,19,41.4,141.6178992
28,sea,sea,1993_sea,1993,5,3,0.6,1443.137748,3.6,11.5,6.773674191,21,41.4,142.247158
28,gnb,gnb,1993_gnb,1993,5,2,0.4,1510.608056,2.4,19,8.230601153,14,45.6,115.2284161
28,sdg,sdg,1993_sdg,1993,5,2,0.4,1488.705585,2.4,19,7.754457033,17,45.6,131.8257696
28,ram,ram,1993_ram,1993,5,2,0.4,1465.527388,2.4,19,7.252620482,20,45.6,145.0524096
28,clt,clt,1993_clt,1993,5,2,0.4,1442.163867,2.4,19,6.753030056,22,45.6,148.5666612
28,nyj,nyj,1993_nyj,1993,5,2,0.4,1441.036876,2.4,19,6.729163166,23,45.6,154.7707528
28,was,was,1993_was,1993,5,1,0.2,1513.451699,1.2,24,8.292370014,12,28.8,99.50844017
28,oti,oti,1993_oti,1993,5,1,0.2,1502.940056,1.2,24,8.06391796,15,28.8,120.9587694
28,crd,crd,1993_crd,1993,5,1,0.2,1406.52025,1.2,24,6.012558615,24,28.8,144.3014068
28,tam,tam,1993_tam,1993,5,1,0.2,1358.843714,1.2,24,5.086657181,26,28.8,132.2530867
28,nwe,nwe,1993_nwe,1993,5,1,0.2,1324.202804,1.2,24,4.478934499,28,28.8,125.410166
28,atl,atl,1993_atl,1993,5,0,0,1385.609445,0,27.5,5.595608011,25,0,139.8902003
28,cin,cin,1993_cin,1993,5,0,0,1327.795332,0,27.5,4.538928799,27,0,122.5510776
28,sdg,sdg,1994_sdg,1994,5,5,1,1624.973414,6,1,10.60921506,2,6,21.21843012
28,dal,dal,1994_dal,1994,5,4,0.8,1715.502941,4.8,3,12.13028875,1,14.4,12.13028875
28,phi,phi,1994_phi,1994,5,4,0.8,1610.414847,4.8,3,10.32627849,3,14.4,30.97883547
28,cle,rav,1994_cle,1994,5,4,0.8,1530.840853,4.8,3,8.669019547,10,14.4,86.69019547
28,sfo,sfo,1994_sfo,1994,6,4,0.666666667,1599.438166,4,7.5,10.10773976,4,30,40.43095904
28,buf,buf,1994_buf,1994,6,4,0.666666667,1592.92396,4,7.5,9.976129499,5,30,49.88064749
28,min,min,1994_min,1994,6,4,0.666666667,1588.155076,4,7.5,9.878942415,6,30,59.27365449
28,mia,mia,1994_mia,1994,6,4,0.666666667,1551.503582,4,7.5,9.112390334,8,30,72.89912267
28,chi,chi,1994_chi,1994,6,4,0.666666667,1511.031891,4,7.5,8.239809576,13,30,107.1175245
28,atl,atl,1994_atl,1994,6,4,0.666666667,1505.875549,4,7.5,8.127743254,15,30,121.9161488
28,kan,kan,1994_kan,1994,5,3,0.6,1564.42352,3.6,12,9.386082255,7,43.2,65.70257578
28,nyg,nyg,1994_nyg,1994,5,3,0.6,1534.946231,3.6,12,8.757553676,9,43.2,78.81798309
28,pit,pit,1994_pit,1994,5,3,0.6,1523.976759,3.6,12,8.520617107,12,43.2,102.2474053
28,gnb,gnb,1994_gnb,1994,6,3,0.5,1528.753566,3,15.5,8.623938474,11,46.5,94.86332321
28,nyj,nyj,1994_nyj,1994,6,3,0.5,1480.0189,3,15.5,7.565919767,17,46.5,128.620636
28,sea,sea,1994_sea,1994,6,3,0.5,1472.445524,3,15.5,7.401948439,19,46.5,140.6370203
28,nwe,nwe,1994_nwe,1994,6,3,0.5,1435.44961,3,15.5,6.611216611,23,46.5,152.0579821
28,rai,rai,1994_rai,1994,5,2,0.4,1508.966105,2.4,18,8.194921611,14,43.2,114.7289025
28,det,det,1994_det,1994,6,2,0.333333333,1449.607471,2,21,6.911259806,21,42,145.1364559
28,nor,nor,1994_nor,1994,6,2,0.333333333,1444.788877,2,21,6.808715425,22,42,149.7917394
28,ram,ram,1994_ram,1994,6,2,0.333333333,1417.073035,2,21,6.228339727,24,42,149.4801535
28,tam,tam,1994_tam,1994,6,2,0.333333333,1406.355034,2,21,6.009206892,25,42,150.2301723
28,clt,clt,1994_clt,1994,6,2,0.333333333,1372.468786,2,21,5.341927751,27,42,144.2320493
28,oti,oti,1994_oti,1994,5,1,0.2,1499.487912,1.2,25,7.988849154,16,30,127.8215865
28,crd,crd,1994_crd,1994,5,1,0.2,1479.262194,1.2,25,7.549516762,18,30,135.8913017
28,den,den,1994_den,1994,5,1,0.2,1470.720769,1.2,25,7.364674167,20,30,147.2934833
28,was,was,1994_was,1994,6,1,0.166666667,1402.933948,1,27,5.939997061,26,27,154.4399236
28,cin,cin,1994_cin,1994,5,0,0,1317.368008,0,28,4.366896124,28,0,122.2730915
30,dal,dal,1995_dal,1995,6,5,0.833333333,1684.301803,5,2,11.66001645,2,10,23.3200329
30,rai,rai,1995_rai,1995,6,5,0.833333333,1606.91702,5,2,10.25709934,3,10,30.77129803
30,kan,kan,1995_kan,1995,6,5,0.833333333,1604.499178,5,2,10.20902415,5,10,51.04512074
30,sfo,sfo,1995_sfo,1995,5,4,0.8,1692.925771,4.8,6,11.79641085,1,28.8,11.79641085
30,mia,mia,1995_mia,1995,5,4,0.8,1606.232054,4.8,6,10.24350076,4,28.8,40.97400304
30,buf,buf,1995_buf,1995,5,4,0.8,1533.700054,4.8,6,8.730699077,11,28.8,96.03768984
30,atl,atl,1995_atl,1995,5,4,0.8,1513.341336,4.8,6,8.289973369,15,28.8,124.3496005
30,ram,ram,1995_ram,1995,5,4,0.8,1465.676179,4.8,6,7.255826727,19,28.8,137.8607078
30,tam,tam,1995_tam,1995,6,4,0.666666667,1462.06704,4,9,7.17812831,20,36,143.5625662
30,gnb,gnb,1995_gnb,1995,5,3,0.6,1561.56661,3.6,11.5,9.32584585,6,41.4,55.9550751
30,min,min,1995_min,1995,5,3,0.6,1555.987077,3.6,11.5,9.207728547,7,41.4,64.45409983
30,chi,chi,1995_chi,1995,5,3,0.6,1529.156711,3.6,11.5,8.632648916,12,41.4,103.591787
30,clt,clt,1995_clt,1995,5,3,0.6,1482.229924,3.6,11.5,7.613869207,17,41.4,129.4357765
30,cle,rav,1995_cle,1995,6,3,0.5,1548.506609,3,16,9.048467617,8,48,72.38774093
30,pit,pit,1995_pit,1995,6,3,0.5,1546.487017,3,16,9.005309107,9,48,81.04778196
30,sdg,sdg,1995_sdg,1995,6,3,0.5,1546.401121,3,16,9.003472085,10,48,90.03472085
30,den,den,1995_den,1995,6,3,0.5,1518.596157,3,16,8.404019204,14,48,117.6562689
30,phi,phi,1995_phi,1995,6,3,0.5,1472.371831,3,16,7.400355268,18,48,133.2063948
30,det,det,1995_det,1995,5,2,0.4,1528.825965,2.4,19.5,8.625502851,13,46.8,112.1315371
30,sea,sea,1995_sea,1995,5,2,0.4,1424.275101,2.4,19.5,6.377397187,22,46.8,140.3027381
30,nyg,nyg,1995_nyg,1995,6,2,0.333333333,1506.278368,2,23,8.136500449,16,46,130.1840072
30,was,was,1995_was,1995,6,2,0.333333333,1416.642851,2,23,6.219480578,24,46,149.2675339
30,oti,oti,1995_oti,1995,6,2,0.333333333,1410.019866,2,23,6.083752739,26,46,158.1775712
30,cin,cin,1995_cin,1995,6,2,0.333333333,1354.256996,2,23,5.002646628,28,46,140.0741056
30,jax,jax,1995_jax,1995,6,2,0.333333333,1292.941989,2,23,3.990484795,29,46,115.724059
30,nwe,nwe,1995_nwe,1995,5,1,0.2,1438.781437,1.2,26,6.681473975,21,31.2,140.3109535
30,crd,crd,1995_crd,1995,6,1,0.166666667,1418.802686,1,27.5,6.264011308,23,27.5,144.0722601
30,nyj,nyj,1995_nyj,1995,6,1,0.166666667,1363.176169,1,27.5,5.166920283,27,27.5,139.5068476
30,nor,nor,1995_nor,1995,5,0,0,1410.597838,0,29.5,6.095546372,25,0,152.3886593
30,car,car,1995_car,1995,5,0,0,1244.241591,0,29.5,3.367700304,30,0,101.0310091
30,gnb,gnb,1996_gnb,1996,6,5,0.833333333,1684.196304,5,2,11.65831918,1,10,11.65831918
30,min,min,1996_min,1996,6,5,0.833333333,1582.96153,5,2,9.772342007,6,10,58.63405204
30,den,den,1996_den,1996,6,5,0.833333333,1574.485973,5,2,9.596795719,8,10,76.77436575
30,sfo,sfo,1996_sfo,1996,5,4,0.8,1634.395863,4.8,6,10.78769239,2,28.8,21.57538478
30,pit,pit,1996_pit,1996,5,4,0.8,1626.324881,4.8,6,10.63504788,3,28.8,31.90514365
30,clt,clt,1996_clt,1996,5,4,0.8,1572.707499,4.8,6,9.559726673,9,28.8,86.03754006
30,buf,buf,1996_buf,1996,5,4,0.8,1544.210687,4.8,6,8.95658848,12,28.8,107.4790618
30,was,was,1996_was,1996,5,4,0.8,1530.033681,4.8,6,8.651591459,13,28.8,112.470689
30,kan,kan,1996_kan,1996,6,4,0.666666667,1596.164384,4,10,10.0417677,5,40,50.20883849
30,det,det,1996_det,1996,6,4,0.666666667,1582.069865,4,10,9.753963768,7,40,68.27774638
30,sdg,sdg,1996_sdg,1996,6,4,0.666666667,1550.404458,4,10,9.08896445,11,40,99.97860895
30,phi,phi,1996_phi,1996,5,3,0.6,1551.862421,3.6,14,9.120033887,10,50.4,91.20033887
30,mia,mia,1996_mia,1996,5,3,0.6,1524.40114,3.6,14,8.529804298,14,50.4,119.4172602
30,oti,oti,1996_oti,1996,5,3,0.6,1518.355613,3.6,14,8.398802028,15,50.4,125.9820304
30,nwe,nwe,1996_nwe,1996,5,3,0.6,1493.465039,3.6,14,7.857891429,16,50.4,125.7262629
30,car,car,1996_car,1996,5,3,0.6,1476.774084,3.6,14,7.49561098,17,50.4,127.4253867
30,dal,dal,1996_dal,1996,5,2,0.4,1623.125522,2.4,18.5,10.57377027,4,44.4,42.29508107
30,nyg,nyg,1996_nyg,1996,5,2,0.4,1452.819071,2.4,18.5,6.979824694,21,44.4,146.5763186
30,rav,rav,1996_rav,1996,5,2,0.4,1408.534962,2.4,18.5,6.053499043,23,44.4,139.230478
30,crd,crd,1996_crd,1996,5,2,0.4,1403.613466,2.4,18.5,5.953714243,25,44.4,148.8428561
30,chi,chi,1996_chi,1996,6,2,0.333333333,1465.652745,2,22.5,7.255321748,18,45,130.5957915
30,rai,rai,1996_rai,1996,6,2,0.333333333,1460.871323,2,22.5,7.15242216,19,45,135.896021
30,sea,sea,1996_sea,1996,6,2,0.333333333,1459.880231,2,22.5,7.131129271,20,45,142.6225854
30,jax,jax,1996_jax,1996,6,2,0.333333333,1369.067069,2,22.5,5.2774233,27,45,142.4904291
30,cin,cin,1996_cin,1996,5,1,0.2,1409.05457,1.2,25.5,6.06407803,22,30.6,133.4097167
30,ram,ram,1996_ram,1996,5,1,0.2,1365.653483,1.2,25.5,5.213201467,28,30.6,145.9696411
30,nor,nor,1996_nor,1996,6,1,0.166666667,1391.145995,1,27,5.704506182,26,27,148.3171607
30,atl,atl,1996_atl,1996,5,0,0,1405.181355,0,29,5.985421096,24,0,143.6501063
30,tam,tam,1996_tam,1996,5,0,0,1346.132115,0,29,4.856359935,29,0,140.8344381
30,nyj,nyj,1996_nyj,1996,6,0,0,1272.990904,0,29,3.713367099,30,0,111.401013
30,den,den,1997_den,1997,6,6,1,1670.6843,6,1,11.4354263,1,6,11.4354263
30,tam,tam,1997_tam,1997,6,5,0.833333333,1567.975999,5,2,9.460738996,6,10,56.76443398
30,sfo,sfo,1997_sfo,1997,5,4,0.8,1634.6717,4.8,4,10.79285866,3,19.2,32.37857599
30,nwe,nwe,1997_nwe,1997,5,4,0.8,1612.41467,4.8,4,10.36562907,4,19.2,41.46251627
30,jax,jax,1997_jax,1997,5,4,0.8,1531.628138,4.8,4,8.686011803,10,19.2,86.86011803
30,gnb,gnb,1997_gnb,1997,6,4,0.666666667,1669.587677,4,7.5,11.4168697,2,30,22.83373941
30,kan,kan,1997_kan,1997,6,4,0.666666667,1562.097738,4,7.5,9.337057309,7,30,65.35940116
30,min,min,1997_min,1997,6,4,0.666666667,1536.783472,4,7.5,8.797112308,9,30,79.17401077
30,nyj,nyj,1997_nyj,1997,6,4,0.666666667,1446.833231,4,7.5,6.852171249,22,30,150.7477675
30,dal,dal,1997_dal,1997,5,3,0.6,1591.376894,3.6,12,9.944676634,5,43.2,49.72338317
30,was,was,1997_was,1997,5,3,0.6,1552.074467,3.6,12,9.124549569,8,43.2,72.99639655
30,pit,pit,1997_pit,1997,5,3,0.6,1529.315622,3.6,12,8.636081957,11,43.2,94.99690153
30,buf,buf,1997_buf,1997,5,3,0.6,1511.91942,3.6,12,8.259090267,14,43.2,115.6272637
30,mia,mia,1997_mia,1997,5,3,0.6,1509.487985,3.6,12,8.206262981,15,43.2,123.0939447
30,sdg,sdg,1997_sdg,1997,6,3,0.5,1506.375156,3,17,8.138604554,16,51,130.2176729
30,sea,sea,1997_sea,1997,6,3,0.5,1479.45944,3,17,7.55379206,18,51,135.9682571
30,det,det,1997_det,1997,6,3,0.5,1465.235,3,17,7.246320623,19,51,137.6800918
30,nyg,nyg,1997_nyg,1997,6,3,0.5,1462.519395,3,17,7.187858004,20,51,143.7571601
30,rav,rav,1997_rav,1997,6,3,0.5,1449.187175,3,17,6.902299442,21,51,144.9482883
30,phi,phi,1997_phi,1997,5,2,0.4,1515.937665,2.4,21,8.346340066,12,50.4,100.1560808
30,car,car,1997_car,1997,5,2,0.4,1515.84671,2.4,21,8.344365991,13,50.4,108.4767579
30,ram,ram,1997_ram,1997,5,2,0.4,1428.105499,2.4,21,6.457214211,23,50.4,148.5159269
30,rai,rai,1997_rai,1997,6,2,0.333333333,1480.190089,2,23.5,7.569631152,17,47,128.6837296
30,nor,nor,1997_nor,1997,6,2,0.333333333,1379.539481,2,23.5,5.477563374,29,47,158.8493379
30,crd,crd,1997_crd,1997,5,1,0.2,1426.92591,1.2,26,6.432595854,24,31.2,154.3823005
30,cin,cin,1997_cin,1997,5,1,0.2,1416.39616,1.2,26,6.214402572,25,31.2,155.3600643
30,oti,oti,1997_oti,1997,5,1,0.2,1411.165238,1.2,26,6.107133979,26,31.2,158.7854835
30,chi,chi,1997_chi,1997,6,0,0,1384.342783,0,29,5.570856335,27,0,150.413121
30,clt,clt,1997_clt,1997,5,0,0,1382.926355,0,29,5.543251389,28,0,155.2110389
30,atl,atl,1997_atl,1997,5,0,0,1336.687455,0,29,4.690578492,30,0,140.7173547
30,den,den,1998_den,1998,6,6,1,1724.083521,6,2,12.24778631,1,12,12.24778631
30,min,min,1998_min,1998,5,5,1,1625.255962,6,2,10.61462218,5,12,53.07311091
30,jax,jax,1998_jax,1998,5,5,1,1609.325889,6,2,10.30478895,6,12,61.82873369
