CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
9,5,Staten Island,000900,5000900,I,SI22,West New Brighton-New Brighton-St. George,3903,7729.01672915000,2497009.69933999982
125,5,Staten Island,012500,5012500,I,SI22,West New Brighton-New Brighton-St. George,3903,10582.85552970000,4954936.23795999959
133.01,5,Staten Island,013301,5013301,E,SI22,West New Brighton-New Brighton-St. George,3903,3428.31267609000,721784.66218900005
197,5,Staten Island,019700,5019700,I,SI07,Westerleigh,3903,9097.69722555000,3231720.02357000019
20.02,5,Staten Island,002002,5002002,I,SI14,Grasmere-Arrochar-Ft. Wadsworth,3902,12591.72590140000,8501223.94322999939
64,5,Staten Island,006400,5006400,I,SI14,Grasmere-Arrochar-Ft. Wadsworth,3902,12726.36040620000,7643183.65481000021
74,5,Staten Island,007400,5007400,I,SI14,Grasmere-Arrochar-Ft. Wadsworth,3902,9902.94847532000,5788237.84215999953
187.01,5,Staten Island,018701,5018701,I,SI07,Westerleigh,3903,8626.77126896000,4267475.71129999962
22.02,1,Manhattan,002202,1002202,I,MN28,Lower East Side,3809,3817.39163110000,603922.27564899996
32,1,Manhattan,003200,1003200,I,MN22,East Village,3809,6358.38668446000,2334190.23228000011
68,1,Manhattan,006800,1006800,I,MN21,Gramercy,3808,5723.88303696000,1877943.25271999999
89,1,Manhattan,008900,1008900,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5578.76949860000,1782278.50665000011
96,1,Manhattan,009600,1009600,E,MN17,Midtown-Midtown South,3807,5737.35624706000,1887288.40107999998
98,1,Manhattan,009800,1009800,I,MN19,Turtle Bay-East Midtown,3808,5534.19981063000,1906016.35002000001
100,1,Manhattan,010000,1010000,I,MN19,Turtle Bay-East Midtown,3808,5692.16848829000,1860938.37794000003
102,1,Manhattan,010200,1010200,I,MN17,Midtown-Midtown South,3807,5687.80257900000,1860992.53630000004
104,1,Manhattan,010400,1010400,I,MN17,Midtown-Midtown South,3807,5693.03611793000,1864600.35091000004
112.01,1,Manhattan,011201,1011201,I,MN17,Midtown-Midtown South,3807,3716.14678469000,856164.35612300003
112.02,1,Manhattan,011202,1011202,I,MN17,Midtown-Midtown South,3807,3688.76232774000,839525.78146400000
112.03,1,Manhattan,011203,1011203,I,MN19,Turtle Bay-East Midtown,3808,3701.17303129000,854082.51542600000
113,1,Manhattan,011300,1011300,I,MN17,Midtown-Midtown South,3807,5699.86064127000,1890907.33104000008
114.02,1,Manhattan,011402,1011402,I,MN40,Upper East Side-Carnegie Hill,3805,4125.25610044000,1063547.40503000002
130,1,Manhattan,013000,1013000,I,MN40,Upper East Side-Carnegie Hill,3805,5807.97295638000,1918144.54034999991
140,1,Manhattan,014000,1014000,I,MN40,Upper East Side-Carnegie Hill,3805,5820.81564028000,1925984.22252000007
142,1,Manhattan,014200,1014200,I,MN40,Upper East Side-Carnegie Hill,3805,5821.70494448000,1927688.30288999993
146.01,1,Manhattan,014601,1014601,I,MN32,Yorkville,3805,4016.13339273000,799879.90851199999
146.02,1,Manhattan,014602,1014602,I,MN32,Yorkville,3805,4528.69548284000,1175338.61171000008
148.01,1,Manhattan,014801,1014801,I,MN40,Upper East Side-Carnegie Hill,3805,3135.95142305000,559216.15781600005
148.02,1,Manhattan,014802,1014802,I,MN40,Upper East Side-Carnegie Hill,3805,4691.02934060000,1351364.99046000000
153,1,Manhattan,015300,1015300,I,MN14,Lincoln Square,3806,5674.29234158000,1872392.70530000003
154,1,Manhattan,015400,1015400,I,MN32,Yorkville,3805,5536.95800352000,1909222.23423000006
156.01,1,Manhattan,015601,1015601,I,MN32,Yorkville,3805,4004.82447040000,791912.50840499997
156.02,1,Manhattan,015602,1015602,E,MN33,East Harlem South,3804,4524.70693444000,1169934.51083999989
160.01,1,Manhattan,016001,1016001,I,MN40,Upper East Side-Carnegie Hill,3805,4698.50709591000,1351864.83532000007
184,1,Manhattan,018400,1018400,E,MN34,East Harlem North,3804,5771.87434664000,1903568.32101000007
190,1,Manhattan,019000,1019000,I,MN11,Central Harlem South,3803,4231.82715894000,1117371.72802000004
201.01,1,Manhattan,020101,1020101,I,MN09,Morningside Heights,3802,3329.88169471000,593526.65757200005
201.02,1,Manhattan,020102,1020102,E,MN11,Central Harlem South,3803,3745.87103479000,897067.88272600004
206,1,Manhattan,020600,1020600,E,MN03,Central Harlem North-Polo Grounds,3803,5176.87315148000,1602693.80227000010
218,1,Manhattan,021800,1021800,E,MN11,Central Harlem South,3803,5775.54607360000,1958240.31165000005
220,1,Manhattan,022000,1022000,E,MN11,Central Harlem South,3803,5691.51403628000,1882932.86037999997
229,1,Manhattan,022900,1022900,E,MN04,Hamilton Heights,3802,7284.20793637000,2186714.27414999995
234,1,Manhattan,023400,1023400,E,MN03,Central Harlem North-Polo Grounds,3803,5656.09213372000,1164816.98100999999
239,1,Manhattan,023900,1023900,E,MN36,Washington Heights South,3801,3635.96212200000,687269.18532699998
249,1,Manhattan,024900,1024900,E,MN36,Washington Heights South,3801,3927.82144756000,652856.37798400002
253,1,Manhattan,025300,1025300,E,MN36,Washington Heights South,3801,5651.31758223000,1822960.40360999992
257,1,Manhattan,025700,1025700,E,MN11,Central Harlem South,3803,6060.11937488000,1550590.16396000003
261,1,Manhattan,026100,1026100,E,MN36,Washington Heights South,3801,5532.10008076000,1681539.28940999997
263,1,Manhattan,026300,1026300,E,MN36,Washington Heights South,3801,5730.54168728000,1691892.07634999999
267,1,Manhattan,026700,1026700,E,MN35,Washington Heights North,3801,3869.44737940000,518771.66850299999
269,1,Manhattan,026900,1026900,E,MN35,Washington Heights North,3801,6017.03696039000,1889655.68675000011
277,1,Manhattan,027700,1027700,E,MN35,Washington Heights North,3801,5903.15218861000,1760155.97864999995
2,3,Brooklyn,000200,3000200,I,BK32,Sunset Park West,4012,9075.28517732000,2952085.34744999977
5.01,3,Brooklyn,000501,3000501,I,BK09,Brooklyn Heights-Cobble Hill,4004,4828.17004215000,901506.99248100002
20,3,Brooklyn,002000,3002000,E,BK32,Sunset Park West,4012,5426.06676536000,1620769.81325999997
41,3,Brooklyn,004100,3004100,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5283.85665969000,1744094.39519999991
52.01,3,Brooklyn,005201,3005201,E,BK31,Bay Ridge,4013,5520.04789788000,1448244.16723000002
52.02,3,Brooklyn,005202,3005202,I,BK31,Bay Ridge,4013,5190.71390848000,1398134.48415999999
58,3,Brooklyn,005800,3005800,E,BK31,Bay Ridge,4013,6098.16779894000,2080303.31410000008
60,3,Brooklyn,006000,3006000,I,BK31,Bay Ridge,4013,5498.33438693000,1639074.00095000002
62,3,Brooklyn,006200,3006200,I,BK31,Bay Ridge,4013,5368.67787453000,1746674.18651999999
64,3,Brooklyn,006400,3006400,I,BK31,Bay Ridge,4013,5927.10013250000,2186790.09262999985
65,3,Brooklyn,006500,3006500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,7861.13662178000,2685633.62724999990
67,3,Brooklyn,006700,3006700,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,5236.04780352000,1680804.29591999995
69,3,Brooklyn,006900,3006900,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5563.97132134000,1927677.55339000002
74,3,Brooklyn,007400,3007400,E,BK32,Sunset Park West,4012,4994.56388428000,1516613.02795000002
76,3,Brooklyn,007600,3007600,E,BK32,Sunset Park West,4012,4980.04751410000,1510401.67828000011
78,3,Brooklyn,007800,3007800,E,BK32,Sunset Park West,4012,4986.67159544000,1509791.98952999990
80,3,Brooklyn,008000,3008000,E,BK32,Sunset Park West,4012,4989.72310489000,1506326.45570999989
98,3,Brooklyn,009800,3009800,E,BK34,Sunset Park East,4012,5203.97958488000,1625498.65244999994
100,3,Brooklyn,010000,3010000,E,BK34,Sunset Park East,4012,5203.43437910000,1625060.71259999997
101,3,Brooklyn,010100,3010100,E,BK32,Sunset Park West,4012,7585.52913030000,3393635.70958000002
102,3,Brooklyn,010200,3010200,E,BK34,Sunset Park East,4012,5223.37848122000,1640687.83875000011
104,3,Brooklyn,010400,3010400,E,BK34,Sunset Park East,4012,5221.79169185000,1639390.92124999990
106,3,Brooklyn,010600,3010600,E,BK34,Sunset Park East,4012,5203.31857853000,1624784.39268000005
108,3,Brooklyn,010800,3010800,E,BK34,Sunset Park East,4012,5203.51659987000,1624849.98803999997
110,3,Brooklyn,011000,3011000,E,BK34,Sunset Park East,4012,5365.03648496000,1699091.91746999999
114,3,Brooklyn,011400,3011400,E,BK88,Borough Park,4014,5462.28193697000,1806159.31395999994
116,3,Brooklyn,011600,3011600,E,BK88,Borough Park,4014,5869.31398420000,1725357.32034999994
117,3,Brooklyn,011700,3011700,I,BK37,Park Slope-Gowanus,4005,5828.22077419000,2162689.48768999986
118,3,Brooklyn,011800,3011800,E,BK34,Sunset Park East,4012,7958.05461739000,2359853.96319000004
121,3,Brooklyn,012100,3012100,I,BK37,Park Slope-Gowanus,4005,5142.25512687000,1593259.45105000003
128.01,3,Brooklyn,012801,3012801,I,BK30,Dyker Heights,4013,4828.98391640000,1238338.68742999993
130,3,Brooklyn,013000,3013000,E,BK31,Bay Ridge,4013,5648.23650640000,1899181.55643000011
132,3,Brooklyn,013200,3013200,E,BK30,Dyker Heights,4013,6369.33528236000,1665114.51515999995
133,3,Brooklyn,013300,3013300,I,BK37,Park Slope-Gowanus,4005,5175.70326985000,1596011.18625000003
136,3,Brooklyn,013600,3013600,I,BK31,Bay Ridge,4013,8233.66517947000,2322222.30072999978
137,3,Brooklyn,013700,3013700,I,BK37,Park Slope-Gowanus,4005,5226.63181929000,1638366.08996000001
138,3,Brooklyn,013800,3013800,E,BK31,Bay Ridge,4013,6620.92875035000,1749709.01080000005
139,3,Brooklyn,013900,3013900,E,BK37,Park Slope-Gowanus,4005,5219.68047912000,1631336.53273999994
151,3,Brooklyn,015100,3015100,I,BK37,Park Slope-Gowanus,4005,5175.22164599000,1607114.12638000003
153,3,Brooklyn,015300,3015300,I,BK37,Park Slope-Gowanus,4005,5188.38144144000,1619490.31828000001
155,3,Brooklyn,015500,3015500,I,BK37,Park Slope-Gowanus,4005,5181.35151603000,1610814.53019000008
157,3,Brooklyn,015700,3015700,I,BK37,Park Slope-Gowanus,4005,5427.70457469000,1802056.04722000007
165,3,Brooklyn,016500,3016500,I,BK37,Park Slope-Gowanus,4005,6727.00531200000,2006987.90048999991
170,3,Brooklyn,017000,3017000,I,BK27,Bath Beach,4017,7327.42686739000,2249706.40065999981
172,3,Brooklyn,017200,3017200,E,BK27,Bath Beach,4017,7259.32134972000,2220321.67724000011
178,3,Brooklyn,017800,3017800,E,BK27,Bath Beach,4017,6092.04244197000,1765217.12725999998
180,3,Brooklyn,018000,3018000,E,BK27,Bath Beach,4017,6100.98045763000,1896108.72130999994
182,3,Brooklyn,018200,3018200,E,BK28,Bensonhurst West,4017,5730.24722875000,1781130.69222000008
184,3,Brooklyn,018400,3018400,E,BK28,Bensonhurst West,4017,5157.91325414000,1605281.60935000004
186,3,Brooklyn,018600,3018600,I,BK28,Bensonhurst West,4017,4679.72997938000,1216850.53191999998
188,3,Brooklyn,018800,3018800,I,BK28,Bensonhurst West,4017,5864.28970729000,1885932.63173000002
190,3,Brooklyn,019000,3019000,E,BK28,Bensonhurst West,4017,6614.31896315000,2291793.60539999977
192,3,Brooklyn,019200,3019200,E,BK88,Borough Park,4014,5880.31717593000,2042946.47386000003
194,3,Brooklyn,019400,3019400,E,BK30,Dyker Heights,4013,6220.29266339000,1920211.75545999990
195,3,Brooklyn,019500,3019500,E,BK69,Clinton Hill,4004,4887.71710681000,1475082.70782999997
196,3,Brooklyn,019600,3019600,E,BK30,Dyker Heights,4013,5718.16763380000,2027285.92176999990
197,3,Brooklyn,019700,3019700,I,BK69,Clinton Hill,4004,6148.34152824000,1828072.25836999994
198,3,Brooklyn,019800,3019800,E,BK30,Dyker Heights,4013,5279.39704569000,1450201.49676000001
201,3,Brooklyn,020100,3020100,I,BK69,Clinton Hill,4004,6243.57855380000,1886003.14702000003
204,3,Brooklyn,020400,3020400,I,BK30,Dyker Heights,4013,5280.33832158000,1450945.78398999991
208,3,Brooklyn,020800,3020800,I,BK30,Dyker Heights,4013,5945.30548467000,1542688.99693999998
210,3,Brooklyn,021000,3021000,E,BK30,Dyker Heights,4013,5710.82802028000,1614539.93249000004
212,3,Brooklyn,021200,3021200,E,BK30,Dyker Heights,4013,5986.10522782000,2054324.46665999992
214,3,Brooklyn,021400,3021400,E,BK88,Borough Park,4014,5551.99424085000,1808036.31236999994
216,3,Brooklyn,021600,3021600,E,BK88,Borough Park,4014,6209.11577086000,1810053.16584999999
218,3,Brooklyn,021800,3021800,E,BK88,Borough Park,4014,5925.68813085000,1698688.13991999999
219,3,Brooklyn,021900,3021900,E,BK61,Crown Heights North,4006,5031.28812590000,1582742.16433000006
220,3,Brooklyn,022000,3022000,E,BK88,Borough Park,4014,6117.08229940000,2091173.19018999999
221,3,Brooklyn,022100,3022100,E,BK61,Crown Heights North,4006,5511.96469307000,1617936.88124000002
222,3,Brooklyn,022200,3022200,E,BK88,Borough Park,4014,5742.17921876000,1896474.04674999998
224,3,Brooklyn,022400,3022400,E,BK88,Borough Park,4014,5839.18067614000,1889719.36884999997
226,3,Brooklyn,022600,3022600,E,BK88,Borough Park,4014,5954.07451685000,1680944.13327000011
227,3,Brooklyn,022700,3022700,E,BK69,Clinton Hill,4004,6861.71978890000,2588318.29193999991
228,3,Brooklyn,022800,3022800,E,BK88,Borough Park,4014,6040.54856808000,1801497.36106000002
229,3,Brooklyn,022900,3022900,E,BK69,Clinton Hill,4004,5440.76449025000,1849568.40400999994
231,3,Brooklyn,023100,3023100,I,BK69,Clinton Hill,4004,5908.87325060000,1716029.91830000002
232,3,Brooklyn,023200,3023200,E,BK88,Borough Park,4014,7284.63584246000,2436735.94296000013
234,3,Brooklyn,023400,3023400,E,BK88,Borough Park,4014,6241.89727949000,1827315.96170000010
235,3,Brooklyn,023500,3023500,E,BK69,Clinton Hill,4004,4958.03495405000,1523725.76704000006
236,3,Brooklyn,023600,3023600,E,BK88,Borough Park,4014,6242.98056221000,1828207.64286000002
238,3,Brooklyn,023800,3023800,E,BK88,Borough Park,4014,6244.55673145000,1828765.82178000011
240,3,Brooklyn,024000,3024000,E,BK88,Borough Park,4014,6240.45934967000,1827206.39305000007
242,3,Brooklyn,024200,3024200,E,BK88,Borough Park,4014,6964.54939255000,2061125.04682999989
245,3,Brooklyn,024500,3024500,E,BK75,Bedford,4003,5582.22256280000,1795931.61813000008
246,3,Brooklyn,024600,3024600,E,BK88,Borough Park,4014,6796.31333581000,1845582.93497999990
247,3,Brooklyn,024700,3024700,E,BK61,Crown Heights North,4006,7488.70189538000,2028330.42272999999
248,3,Brooklyn,024800,3024800,E,BK28,Bensonhurst West,4017,6417.48330587000,1895137.51903000008
249,3,Brooklyn,024900,3024900,E,BK75,Bedford,4003,5777.65519333000,1813352.67281999998
250,3,Brooklyn,025000,3025000,E,BK28,Bensonhurst West,4017,5938.20253875000,1867289.95274000010
252,3,Brooklyn,025200,3025200,E,BK28,Bensonhurst West,4017,6686.60672658000,1950979.09526000009
254,3,Brooklyn,025400,3025400,E,BK28,Bensonhurst West,4017,6302.39468123000,1888611.58175999997
256,3,Brooklyn,025600,3025600,E,BK28,Bensonhurst West,4017,6298.06546120000,1869263.07037999993
258,3,Brooklyn,025800,3025800,E,BK28,Bensonhurst West,4017,6257.55432023000,1832115.62479000003
260,3,Brooklyn,026000,3026000,E,BK28,Bensonhurst West,4017,5699.18918476000,1753286.17155999993
262,3,Brooklyn,026200,3026200,I,BK28,Bensonhurst West,4017,5384.76803480000,1699503.05750999996
263,3,Brooklyn,026300,3026300,E,BK75,Bedford,4003,4799.55684944000,1287405.97132000001
264,3,Brooklyn,026400,3026400,E,BK28,Bensonhurst West,4017,7095.08606678000,2038976.30374999996
266,3,Brooklyn,026600,3026600,I,BK28,Bensonhurst West,4017,7706.99964678000,1785503.08642000007
267,3,Brooklyn,026700,3026700,I,BK75,Bedford,4003,5340.24406550000,1717367.87727000006
268,3,Brooklyn,026800,3026800,E,BK28,Bensonhurst West,4017,6339.14427311000,1926489.20442000008
269,3,Brooklyn,026900,3026900,E,BK75,Bedford,4003,5051.01893209000,1441848.77188999997
270,3,Brooklyn,027000,3027000,E,BK28,Bensonhurst West,4017,5255.80102929000,1444005.64324999996
271,3,Brooklyn,027100,3027100,E,BK61,Crown Heights North,4006,9484.86766761000,2767039.07844999991
272,3,Brooklyn,027200,3027200,E,BK28,Bensonhurst West,4017,7299.79765550000,1422363.42870000005
273,3,Brooklyn,027300,3027300,I,BK35,Stuyvesant Heights,4003,5273.31370116000,1611451.00502000004
274,3,Brooklyn,027400,3027400,E,BK28,Bensonhurst West,4017,6175.27594228000,1758627.06976999994
276,3,Brooklyn,027600,3027600,E,BK28,Bensonhurst West,4017,6258.67898487000,1607862.58043999993
278,3,Brooklyn,027800,3027800,E,BK28,Bensonhurst West,4017,6104.40784268000,1727742.07747999998
279,3,Brooklyn,027900,3027900,E,BK35,Stuyvesant Heights,4003,5389.74582137000,1743087.97779999999
284,3,Brooklyn,028400,3028400,E,BK28,Bensonhurst West,4017,6096.04470650000,1768012.32698999997
285.01,3,Brooklyn,028501,3028501,I,BK78,Bushwick South,4002,4167.68961633000,895739.74918399996
288,3,Brooklyn,028800,3028800,E,BK28,Bensonhurst West,4017,5777.68790752000,1644934.10091000004
290,3,Brooklyn,029000,3029000,E,BK28,Bensonhurst West,4017,5799.04148920000,1665073.43238999997
291,3,Brooklyn,029100,3029100,E,BK35,Stuyvesant Heights,4003,5439.93915313000,1772059.65213000006
293,3,Brooklyn,029300,3029300,E,BK35,Stuyvesant Heights,4003,5437.78537112000,1770060.64684999990
295,3,Brooklyn,029500,3029500,I,BK35,Stuyvesant Heights,4003,5437.79923562000,1771508.00350999995
296,3,Brooklyn,029600,3029600,E,BK28,Bensonhurst West,4017,7396.97134230000,2300496.72030000016
297,3,Brooklyn,029700,3029700,I,BK61,Crown Heights North,4006,5858.60233831000,2212767.92866999982
298,3,Brooklyn,029800,3029800,E,BK29,Bensonhurst East,4017,7431.07792127000,2379873.99805000005
300,3,Brooklyn,030000,3030000,E,BK29,Bensonhurst East,4017,7243.13179322000,2099451.00771000003
302,3,Brooklyn,030200,3030200,E,BK29,Bensonhurst East,4017,6921.91436488000,2273119.70294000022
305,3,Brooklyn,030500,3030500,E,BK61,Crown Heights North,4006,7369.20588745000,3474329.18250000011
309,3,Brooklyn,030900,3030900,E,BK61,Crown Heights North,4006,5470.58144347000,1587377.38042000006
311,3,Brooklyn,031100,3031100,E,BK61,Crown Heights North,4006,5467.52316511000,1587578.92555000004
317.01,3,Brooklyn,031701,3031701,E,BK61,Crown Heights North,4006,5033.48600803000,1504293.97008999996
323,3,Brooklyn,032300,3032300,E,BK63,Crown Heights South,4011,6269.42067659000,1862860.63113999995
326,3,Brooklyn,032600,3032600,E,BK21,Seagate-Coney Island,4018,7873.19664578000,3542642.38159999996
329,3,Brooklyn,032900,3032900,E,BK60,Prospect Lefferts Gardens-Wingate,4011,7138.85258678000,1683542.51814000006
331,3,Brooklyn,033100,3033100,E,BK63,Crown Heights South,4011,7551.85727809000,1533546.73747999989
333,3,Brooklyn,033300,3033300,E,BK63,Crown Heights South,4011,7463.47972418000,2005662.98992999992
335,3,Brooklyn,033500,3033500,E,BK63,Crown Heights South,4011,7422.43770894000,1944377.33028999995
337,3,Brooklyn,033700,3033700,E,BK61,Crown Heights North,4006,7545.47865588000,2126882.31346999994
339,3,Brooklyn,033900,3033900,E,BK61,Crown Heights North,4006,7419.80372379000,1945657.74490000005
341,3,Brooklyn,034100,3034100,E,BK61,Crown Heights North,4006,5030.77659900000,1504308.08150999993
342,3,Brooklyn,034200,3034200,E,BK21,Seagate-Coney Island,4018,7381.41719149000,2475181.54175999993
363,3,Brooklyn,036300,3036300,E,BK79,Ocean Hill,4007,8445.46680546000,2785736.30214999989
365.02,3,Brooklyn,036502,3036502,E,BK79,Ocean Hill,4007,6132.19617406000,1252061.64535999997
388,3,Brooklyn,038800,3038800,E,BK25,Homecrest,4016,5947.05673743000,2130565.92482999992
396,3,Brooklyn,039600,3039600,I,BK25,Homecrest,4016,5569.96050649000,1757819.55306999991
397,3,Brooklyn,039700,3039700,E,BK78,Bushwick South,4002,6560.68169372000,1712820.27346000005
399,3,Brooklyn,039900,3039900,E,BK78,Bushwick South,4002,6391.34887911000,1627809.30279000010
400,3,Brooklyn,040000,3040000,E,BK29,Bensonhurst East,4017,6639.76358011000,2058373.14042000007
401,3,Brooklyn,040100,3040100,E,BK78,Bushwick South,4002,5246.30016470000,1718318.93365000002
404,3,Brooklyn,040400,3040400,I,BK29,Bensonhurst East,4017,7953.54164887000,1653839.79122000001
406,3,Brooklyn,040600,3040600,E,BK29,Bensonhurst East,4017,5548.54652315000,1582378.67840999993
408,3,Brooklyn,040800,3040800,E,BK29,Bensonhurst East,4017,5629.30275807000,1654268.76746000000
413,3,Brooklyn,041300,3041300,E,BK78,Bushwick South,4002,5284.90288141000,1745183.02405999997
414.01,3,Brooklyn,041401,3041401,E,BK25,Homecrest,4016,5189.96905814000,1454192.41314000008
415,3,Brooklyn,041500,3041500,E,BK78,Bushwick South,4002,5326.72460181000,1750287.79067000002
417,3,Brooklyn,041700,3041700,E,BK78,Bushwick South,4002,5025.01524971000,1519400.53544000001
418,3,Brooklyn,041800,3041800,E,BK25,Homecrest,4016,6582.86596921000,1773170.32025000011
419,3,Brooklyn,041900,3041900,E,BK78,Bushwick South,4002,5222.70054092000,1646861.69944999996
420,3,Brooklyn,042000,3042000,E,BK25,Homecrest,4016,6966.65488478000,1820929.02037000004
421,3,Brooklyn,042100,3042100,E,BK78,Bushwick South,4002,5252.77145502000,1651413.38192000007
426,3,Brooklyn,042600,3042600,E,BK29,Bensonhurst East,4017,5548.58054852000,1829969.14357999992
427,3,Brooklyn,042700,3042700,E,BK77,Bushwick North,4002,5232.28859406000,1595494.71384000010
428,3,Brooklyn,042800,3042800,E,BK29,Bensonhurst East,4017,6669.64588251000,1773181.65751000005
429,3,Brooklyn,042900,3042900,E,BK77,Bushwick North,4002,5385.17064853000,1809836.56099999999
430,3,Brooklyn,043000,3043000,E,BK29,Bensonhurst East,4017,6283.85111202000,1721309.63580999989
431,3,Brooklyn,043100,3043100,E,BK77,Bushwick North,4002,5386.79954205000,1810786.86526999995
432,3,Brooklyn,043200,3043200,E,BK29,Bensonhurst East,4017,5480.48164844000,1593340.96947999997
433,3,Brooklyn,043300,3043300,E,BK77,Bushwick North,4002,5387.20124767000,1810979.34086999996
434,3,Brooklyn,043400,3043400,E,BK29,Bensonhurst East,4017,5543.21149162000,1509164.80773000000
435,3,Brooklyn,043500,3043500,E,BK77,Bushwick North,4002,5385.05187221000,1810895.26058000000
436,3,Brooklyn,043600,3043600,E,BK29,Bensonhurst East,4017,5828.14367038000,1480301.67721999995
437,3,Brooklyn,043700,3043700,E,BK77,Bushwick North,4002,5385.65937895000,1809983.94695000001
439,3,Brooklyn,043900,3043900,E,BK77,Bushwick North,4002,8162.50389359000,2152392.90038000001
440,3,Brooklyn,044000,3044000,I,BK46,Ocean Parkway South,4014,6721.50846404000,2173529.65554000018
441,3,Brooklyn,044100,3044100,E,BK77,Bushwick North,4002,5513.91068765000,1528572.53276000009
442,3,Brooklyn,044200,3044200,E,BK46,Ocean Parkway South,4014,6808.86938016000,1969036.00680000009
443,3,Brooklyn,044300,3044300,E,BK77,Bushwick North,4002,5552.17324478000,1805749.99753000005
444,3,Brooklyn,044400,3044400,E,BK46,Ocean Parkway South,4014,6032.53555745000,1878090.01156000001
446,3,Brooklyn,044600,3044600,E,BK88,Borough Park,4014,6573.68921955000,1519495.97937000007
452,3,Brooklyn,045200,3045200,I,BK46,Ocean Parkway South,4014,7171.83850592000,2005613.08254000009
454,3,Brooklyn,045400,3045400,I,BK46,Ocean Parkway South,4014,6358.01247405000,1423881.81462999992
456,3,Brooklyn,045600,3045600,E,BK43,Midwood,4015,6877.05353499000,1653625.12709999993
458,3,Brooklyn,045800,3045800,I,BK43,Midwood,4015,7163.62496919000,1928275.45268999995
460,3,Brooklyn,046000,3046000,I,BK42,Flatbush,4015,9311.95976031000,2107798.13553000009
464,3,Brooklyn,046400,3046400,E,BK88,Borough Park,4014,6253.54520210000,1762814.00427999999
470,3,Brooklyn,047000,3047000,E,BK88,Borough Park,4014,7325.24774170000,1966226.06982999993
472,3,Brooklyn,047200,3047200,E,BK88,Borough Park,4014,6789.74008155000,1850619.13247000007
474,3,Brooklyn,047400,3047400,E,BK88,Borough Park,4014,6422.11534614000,1893042.18127000006
476,3,Brooklyn,047600,3047600,E,BK88,Borough Park,4014,7553.38115763000,2236222.72675999999
481,3,Brooklyn,048100,3048100,I,BK90,East Williamsburg,4001,5318.15272775000,1628352.57917000004
486,3,Brooklyn,048600,3048600,E,BK41,Kensington-Ocean Parkway,4014,7157.00607213000,1888417.85548999999
488,3,Brooklyn,048800,3048800,E,BK41,Kensington-Ocean Parkway,4014,6228.75453645000,1542882.51631999994
495,3,Brooklyn,049500,3049500,I,BK90,East Williamsburg,4001,4737.97817662000,1389722.73485999997
496,3,Brooklyn,049600,3049600,E,BK41,Kensington-Ocean Parkway,4014,7240.57113801000,2184840.78697999986
498,3,Brooklyn,049800,3049800,E,BK41,Kensington-Ocean Parkway,4014,7162.85766975000,2199783.00258000009
499,3,Brooklyn,049900,3049900,E,BK76,Greenpoint,4001,5002.94538242000,1532199.80120999995
503,3,Brooklyn,050300,3050300,E,BK90,East Williamsburg,4001,5030.78821310000,1348755.41934000002
505,3,Brooklyn,050500,3050500,E,BK90,East Williamsburg,4001,6040.68213374000,1823285.67620999995
507,3,Brooklyn,050700,3050700,E,BK75,Bedford,4003,6142.61583164000,1877637.22322999989
508.01,3,Brooklyn,050801,3050801,E,BK42,Flatbush,4015,3753.54558144000,842216.06064000004
510.01,3,Brooklyn,051001,3051001,E,BK42,Flatbush,4015,3652.72638169000,828176.49263200001
514,3,Brooklyn,051400,3051400,E,BK42,Flatbush,4015,6293.56226658000,1949161.82138999994
516.01,3,Brooklyn,051601,3051601,E,BK42,Flatbush,4015,4556.00952533000,1247781.40809000004
516.02,3,Brooklyn,051602,3051602,E,BK42,Flatbush,4015,4557.16315886000,979567.95585100004
517,3,Brooklyn,051700,3051700,I,BK73,North Side-South Side,4001,6225.17876334000,2020312.45677000005
518,3,Brooklyn,051800,3051800,I,BK42,Flatbush,4015,6299.57532571000,2170111.34040000010
520,3,Brooklyn,052000,3052000,E,BK42,Flatbush,4015,6972.93763130000,2056594.47537999996
526,3,Brooklyn,052600,3052600,I,BK42,Flatbush,4015,6736.72475134000,1823527.04940999998
528,3,Brooklyn,052800,3052800,I,BK42,Flatbush,4015,7275.90227841000,1891640.22240000009
530,3,Brooklyn,053000,3053000,E,BK43,Midwood,4015,5637.11422668000,1861290.05416000006
531,3,Brooklyn,053100,3053100,E,BK75,Bedford,4003,5569.47769095000,1741767.28074999992
532,3,Brooklyn,053200,3053200,I,BK43,Midwood,4015,6887.34045483000,1876179.00988000003
533,3,Brooklyn,053300,3053300,E,BK72,Williamsburg,4001,6035.10271875000,2078811.94840000011
534,3,Brooklyn,053400,3053400,E,BK43,Midwood,4015,5639.95138385000,1866105.77226000000
538,3,Brooklyn,053800,3053800,E,BK43,Midwood,4015,5802.05858410000,1770108.62324999995
542,3,Brooklyn,054200,3054200,E,BK43,Midwood,4015,5962.81357724000,2036089.77010999992
544,3,Brooklyn,054400,3054400,E,BK43,Midwood,4015,5970.77559125000,2045270.84502999997
