COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,uber_data_uber_count,green_data_green_data,yellow_data_yellow_count
81,23000,36081023000,230,Census Tract 230,165801,0,35,148,175
5,23000,36005023000,230,Census Tract 230,159383,0,38,931,33
47,23000,36047023000,230,Census Tract 230,150951,0,48,27,52
61,23000,36061023000,230,Census Tract 230,173684,0,1056,23778,6979
85,23100,36085023100,231,Census Tract 231,592842,0,5,35,14
47,23100,36047023100,231,Census Tract 231,159414,0,2849,5298,2318
61,23100,36061023100,231,Census Tract 231,182674,0,1140,19752,5080
5,23100,36005023100,231,Census Tract 231,117143,0,26,1338,111
61,23200,36061023200,232,Census Tract 232,180486,0,443,30249,6041
5,23200,36005023200,232,Census Tract 232,142706,0,38,1064,55
81,23200,36081023200,232,Census Tract 232,330470,0,104,172,143
47,23200,36047023200,232,Census Tract 232,226366,0,47,32,40
61,23300,36061023300,233,Census Tract 233,232212,285722,746,20979,15131
47,23300,36047023300,233,Census Tract 233,171841,0,2807,10968,6960
5,23301,36005023301,233.01,Census Tract 233.01,119112,0,35,3262,97
5,23302,36005023302,233.02,Census Tract 233.02,62577,0,38,1352,42
61,23400,36061023400,234,Census Tract 234,108235,0,600,8523,2430
47,23400,36047023400,234,Census Tract 234,169784,0,27,33,27
81,23500,36081023500,235,Census Tract 235,255537,0,379,6765,4010
47,23500,36047023500,235,Census Tract 235,141574,0,1325,5186,2956
61,23501,36061023501,235.01,Census Tract 235.01,179044,0,1018,9169,1945
5,23501,36005023501,235.01,Census Tract 235.01,68200,0,21,3502,131
61,23502,36061023502,235.02,Census Tract 235.02,41338,0,219,4253,942
5,23502,36005023502,235.02,Census Tract 235.02,96240,0,36,3457,72
61,23600,36061023600,236,Census Tract 236,263158,127979,296,8823,1583
5,23600,36005023600,236,Census Tract 236,92075,0,9,1185,45
81,23600,36081023600,236,Census Tract 236,176279,0,65,627,380
47,23600,36047023600,236,Census Tract 236,169852,0,22,25,23
61,23700,36061023700,237,Census Tract 237,271911,273621,599,17924,10873
5,23702,36005023702,237.02,Census Tract 237.02,47892,0,28,3234,49
5,23703,36005023703,237.03,Census Tract 237.03,100593,0,53,5704,123
5,23704,36005023704,237.04,Census Tract 237.04,67466,0,22,2268,64
81,23800,36081023800,238,Census Tract 238,156689,0,73,1300,562
47,23800,36047023800,238,Census Tract 238,169884,0,49,24,26
5,23800,36005023800,238,Census Tract 238,339546,0,34,1771,114
61,23801,36061023801,238.01,Census Tract 238.01,352467,518659,612,1977,6088
61,23802,36061023802,238.02,Census Tract 238.02,243420,313651,538,907,2743
61,23900,36061023900,239,Census Tract 239,63850,0,322,4012,943
85,23900,36085023900,239,Census Tract 239,532085,0,3,21,2
5,23900,36005023900,239,Census Tract 239,178487,0,63,4325,149
81,24000,36081024000,240,Census Tract 240,269562,0,193,2980,240
61,24000,36061024000,240,Census Tract 240,2183933,793007,2544,1592,7197
5,24000,36005024000,240,Census Tract 240,240361,0,47,2049,115
47,24000,36047024000,240,Census Tract 240,169751,0,38,23,15
61,24100,36061024100,241,Census Tract 241,178781,207330,837,18646,11176
47,24100,36047024100,241,Census Tract 241,180215,0,2517,10567,5845
5,24100,36005024100,241,Census Tract 241,134661,0,34,3142,82
61,24200,36061024200,242,Census Tract 242,347369,135920,873,14238,14292
47,24200,36047024200,242,Census Tract 242,191453,0,40,33,16
81,24300,36081024300,243,Census Tract 243,540125,0,298,1491,1320
5,24300,36005024300,243,Census Tract 243,150432,0,41,3697,90
47,24300,36047024300,243,Census Tract 243,154349,0,1690,8252,5055
61,24301,36061024301,243.01,Census Tract 243.01,105194,0,344,3066,578
61,24302,36061024302,243.02,Census Tract 243.02,213258,113258,123,4549,676
47,24400,36047024400,244,Census Tract 244,155278,0,24,38,46
5,24400,36005024400,244,Census Tract 244,175718,0,63,627,34
85,24401,36085024401,244.01,Census Tract 244.01,2101292,191617,0,0,11
85,24402,36085024402,244.02,Census Tract 244.02,1997161,1908999,0,0,2
81,24500,36081024500,245,Census Tract 245,257660,0,252,1379,1644
61,24500,36061024500,245,Census Tract 245,212070,0,965,32235,13376
47,24500,36047024500,245,Census Tract 245,166849,0,1294,10795,3855
5,24501,36005024501,245.01,Census Tract 245.01,113064,0,26,1578,48
5,24502,36005024502,245.02,Census Tract 245.02,100154,0,43,1509,82
5,24600,36005024600,246,Census Tract 246,152436,0,36,121,10
81,24600,36081024600,246,Census Tract 246,303539,0,47,605,66
47,24600,36047024600,246,Census Tract 246,172880,0,54,18,37
85,24700,36085024700,247,Census Tract 247,479856,0,4,14,1
61,24700,36061024700,247,Census Tract 247,256348,400307,828,5945,5639
5,24700,36005024700,247,Census Tract 247,145941,2672,10,359,43
81,24700,36081024700,247,Census Tract 247,97621,0,97,2156,3487
47,24700,36047024700,247,Census Tract 247,179739,0,690,9889,3160
5,24800,36005024800,248,Census Tract 248,277910,0,57,603,66
47,24800,36047024800,248,Census Tract 248,176029,0,49,23,22
85,24800,36085024800,248,Census Tract 248,1708408,660591,0,1,4
81,24900,36081024900,249,Census Tract 249,204083,0,295,7441,8949
61,24900,36061024900,249,Census Tract 249,60656,0,69,1544,151
5,24900,36005024900,249,Census Tract 249,173728,0,22,687,30
47,24900,36047024900,249,Census Tract 249,168496,0,1332,8611,1829
5,25000,36005025000,250,Census Tract 250,181709,0,67,382,22
47,25000,36047025000,250,Census Tract 250,173506,0,65,28,50
81,25100,36081025100,251,Census Tract 251,245619,0,383,8178,6956
61,25100,36061025100,251,Census Tract 251,159422,0,1507,64708,15142
47,25100,36047025100,251,Census Tract 251,138489,0,676,2719,990
5,25100,36005025100,251,Census Tract 251,209329,0,91,2804,115
85,25100,36085025100,251,Census Tract 251,1171739,0,4,5,4
47,25200,36047025200,252,Census Tract 252,181275,0,64,40,100
5,25200,36005025200,252,Census Tract 252,190715,0,107,471,19
61,25300,36061025300,253,Census Tract 253,169352,0,622,19878,5290
5,25300,36005025300,253,Census Tract 253,124458,0,26,2947,102
47,25300,36047025300,253,Census Tract 253,161836,0,1183,4148,2102
81,25301,36081025301,253.01,Census Tract 253.01,127193,0,467,11372,16840
81,25302,36081025302,253.02,Census Tract 253.02,105029,0,300,6409,4471
5,25400,36005025400,254,Census Tract 254,169924,0,44,290,25
47,25400,36047025400,254,Census Tract 254,175492,0,51,32,48
81,25400,36081025400,254,Census Tract 254,632108,0,42,308,73
81,25500,36081025500,255,Census Tract 255,218247,0,148,4035,2150
61,25500,36061025500,255,Census Tract 255,441356,586786,1651,10628,5797
5,25500,36005025500,255,Census Tract 255,168637,0,41,2311,89
47,25500,36047025500,255,Census Tract 255,138635,0,338,2193,1103
5,25600,36005025600,256,Census Tract 256,189285,0,22,874,47
47,25600,36047025600,256,Census Tract 256,173279,0,37,31,86
81,25700,36081025700,257,Census Tract 257,150587,0,147,2375,1079
5,25700,36005025700,257,Census Tract 257,161279,17989,35,1422,163
61,25700,36061025700,257,Census Tract 257,144062,0,1927,56001,26459
47,25700,36047025700,257,Census Tract 257,181113,0,1031,2817,1359
81,25800,36081025800,258,Census Tract 258,211843,0,13,45,9
47,25800,36047025800,258,Census Tract 258,170222,0,28,23,32
61,25900,36061025900,259,Census Tract 259,75469,0,630,15888,4772
81,25900,36081025900,259,Census Tract 259,187188,0,258,51092,4713
47,25901,36047025901,259.01,Census Tract 259.01,80237,0,669,1931,984
47,25902,36047025902,259.02,Census Tract 259.02,59594,0,74,532,241
81,26000,36081026000,260,Census Tract 260,178375,0,7,67,15
47,26000,36047026000,260,Census Tract 260,162864,0,67,18,29
61,26100,36061026100,261,Census Tract 261,156222,0,296,7071,974
5,26100,36005026100,261,Census Tract 261,174717,0,122,1280,51
81,26100,36081026100,261,Census Tract 261,221607,0,383,46160,5120
47,26100,36047026100,261,Census Tract 261,199418,0,2202,4960,2162
81,26200,36081026200,262,Census Tract 262,143393,0,6,65,14
47,26200,36047026200,262,Census Tract 262,157859,0,24,8,24
81,26300,36081026300,263,Census Tract 263,196984,0,193,25514,5207
61,26300,36061026300,263,Census Tract 263,157202,0,739,26258,5243
47,26300,36047026300,263,Census Tract 263,119604,0,350,1264,499
5,26300,36005026300,263,Census Tract 263,158788,0,43,4973,267
5,26400,36005026400,264,Census Tract 264,426510,0,137,427,42
81,26400,36081026400,264,Census Tract 264,254449,0,13,44,13
47,26400,36047026400,264,Census Tract 264,189454,0,52,19,67
81,26500,36081026500,265,Census Tract 265,188402,0,247,39284,4133
61,26500,36061026500,265,Census Tract 265,195037,0,1102,16595,8955
5,26500,36005026500,265,Census Tract 265,202137,0,67,4914,169
47,26500,36047026500,265,Census Tract 265,159608,0,837,2409,850
81,26600,36081026600,266,Census Tract 266,172997,0,19,20,8
47,26600,36047026600,266,Census Tract 266,165897,0,63,18,38
5,26601,36005026601,266.01,Census Tract 266.01,170250,0,43,511,39
5,26602,36005026602,266.02,Census Tract 266.02,303397,0,126,502,72
61,26700,36061026700,267,Census Tract 267,47338,0,229,371,114
81,26700,36081026700,267,Census Tract 267,209800,0,501,98449,6667
47,26700,36047026700,267,Census Tract 267,159562,0,1087,3344,1328
5,26701,36005026701,267.01,Census Tract 267.01,69160,0,40,2562,53
5,26702,36005026702,267.02,Census Tract 267.02,166368,0,60,717,45
47,26800,36047026800,268,Census Tract 268,178970,0,32,15,73
61,26900,36061026900,269,Census Tract 269,175571,0,725,11747,1114
5,26900,36005026900,269,Census Tract 269,384055,27111,99,3058,226
47,26900,36047026900,269,Census Tract 269,133946,0,866,7008,1134
81,26901,36081026901,269.01,Census Tract 269.01,114214,0,94,32168,2014
81,26902,36081026902,269.02,Census Tract 269.02,78481,0,97,5238,847
81,27000,36081027000,270,Census Tract 270,185067,0,6,66,16
47,27000,36047027000,270,Census Tract 270,134003,0,62,27,30
81,27100,36081027100,271,Census Tract 271,138855,0,118,10935,1077
61,27100,36061027100,271,Census Tract 271,192909,0,796,23421,4234
47,27100,36047027100,271,Census Tract 271,245357,0,449,4734,1358
81,27200,36081027200,272,Census Tract 272,153675,0,26,104,25
47,27200,36047027200,272,Census Tract 272,132147,0,23,17,19
81,27300,36081027300,273,Census Tract 273,215251,0,74,17312,915
61,27300,36061027300,273,Census Tract 273,176946,0,1130,7641,4868
5,27300,36005027300,273,Census Tract 273,203341,0,137,2062,95
47,27300,36047027300,273,Census Tract 273,149700,0,635,4720,775
85,27301,36085027301,273.01,Census Tract 273.01,3037126,2518,10,4,14
85,27302,36085027302,273.02,Census Tract 273.02,1021148,0,3,1,5
81,27400,36081027400,274,Census Tract 274,143723,0,12,10,4
47,27400,36047027400,274,Census Tract 274,163366,0,37,16,18
5,27401,36005027401,274.01,Census Tract 274.01,701116,0,44,70,15
5,27402,36005027402,274.02,Census Tract 274.02,486673,724651,53,19,17
61,27500,36061027500,275,Census Tract 275,279689,852909,313,819,681
81,27500,36081027500,275,Census Tract 275,177626,0,84,10646,764
47,27500,36047027500,275,Census Tract 275,162078,0,1002,3067,981
5,27600,36005027600,276,Census Tract 276,1526823,782519,38,2590,52
81,27600,36081027600,276,Census Tract 276,158733,0,11,30,12
47,27600,36047027600,276,Census Tract 276,149396,0,64,14,41
61,27700,36061027700,277,Census Tract 277,163262,0,294,3847,239
5,27700,36005027700,277,Census Tract 277,176712,0,67,1315,95
81,27700,36081027700,277,Census Tract 277,174892,0,138,10476,1209
47,27700,36047027700,277,Census Tract 277,162108,0,636,2662,668
85,27702,36085027702,277.02,Census Tract 277.02,1455150,0,11,36,14
85,27704,36085027704,277.04,Census Tract 277.04,528021,0,1,0,1
85,27705,36085027705,277.05,Census Tract 277.05,531531,0,1,0,4
85,27706,36085027706,277.06,Census Tract 277.06,438638,0,0,3,3
81,27800,36081027800,278,Census Tract 278,175380,0,17,40,7
47,27800,36047027800,278,Census Tract 278,160472,0,114,38,72
81,27900,36081027900,279,Census Tract 279,177155,0,175,11360,1266
61,27900,36061027900,279,Census Tract 279,180013,0,554,15312,2347
5,27900,36005027900,279,Census Tract 279,277975,0,197,1224,102
47,27900,36047027900,279,Census Tract 279,161924,0,966,1883,672
85,27900,36085027900,279,Census Tract 279,5243635,177359,5,0,4
81,28000,36081028000,280,Census Tract 280,165398,0,8,21,13
47,28000,36047028000,280,Census Tract 280,139723,55041,42,25,35
81,28100,36081028100,281,Census Tract 281,174444,0,367,13320,1945
61,28100,36061028100,281,Census Tract 281,94227,0,359,974,486
47,28100,36047028100,281,Census Tract 281,161938,0,906,2731,1045
5,28100,36005028100,281,Census Tract 281,129101,0,83,325,49
81,28200,36081028200,282,Census Tract 282,182472,0,38,21,11
47,28200,36047028200,282,Census Tract 282,171215,73215,51,24,34
61,28300,36061028300,283,Census Tract 283,151093,0,304,6633,656
5,28300,36005028300,283,Census Tract 283,227444,0,189,6143,303
81,28300,36081028300,283,Census Tract 283,177715,0,393,35602,3387
47,28300,36047028300,283,Census Tract 283,121875,0,481,1392,660
81,28400,36081028400,284,Census Tract 284,429240,0,33,48,30
5,28400,36005028400,284,Census Tract 284,1124691,0,113,1667,87
47,28400,36047028400,284,Census Tract 284,164257,0,70,28,63
61,28500,36061028500,285,Census Tract 285,121942,0,306,7528,685
5,28500,36005028500,285,Census Tract 285,263658,0,402,1898,237
81,28500,36081028500,285,Census Tract 285,158104,0,333,15649,2110
47,28501,36047028501,285.01,Census Tract 285.01,83218,0,372,2493,1639
47,28502,36047028502,285.02,Census Tract 285.02,119870,0,223,1390,662
47,28600,36047028600,286,Census Tract 286,174605,58145,45,75,81
5,28600,36005028600,286,Census Tract 286,200018,0,196,1223,37
81,28700,36081028700,287,Census Tract 287,195625,0,326,24811,3296
61,28700,36061028700,287,Census Tract 287,532366,1018817,1055,9705,3664
47,28700,36047028700,287,Census Tract 287,148810,0,1164,6133,4338
5,28700,36005028700,287,Census Tract 287,155302,0,76,1729,125
81,28800,36081028800,288,Census Tract 288,711331,106288,41,132,51
47,28800,36047028800,288,Census Tract 288,152808,0,61,30,53
5,28800,36005028800,288,Census Tract 288,336192,0,55,413,32
81,28900,36081028900,289,Census Tract 289,172620,0,358,48449,5151
5,28900,36005028900,289,Census Tract 289,201144,0,237,6367,547
47,28900,36047028900,289,Census Tract 289,165740,0,974,2530,2006
47,29000,36047029000,290,Census Tract 290,154712,0,98,74,122
81,29100,36081029100,291,Census Tract 291,261476,0,253,9725,4287
61,29100,36061029100,291,Census Tract 291,187479,0,299,10665,1219
47,29100,36047029100,291,Census Tract 291,164644,0,712,1066,501
85,29102,36085029102,291.02,Census Tract 291.02,9225226,1628932,38,17,26
85,29103,36085029103,291.03,Census Tract 291.03,2032180,533,8,1,13
85,29104,36085029104,291.04,Census Tract 291.04,1541565,0,11,9,26
47,29200,36047029200,292,Census Tract 292,205682,91778,53,57,118
81,29300,36081029300,293,Census Tract 293,151334,0,57,2408,1879
61,29300,36061029300,293,Census Tract 293,157076,0,281,11011,790
47,29300,36047029300,293,Census Tract 293,164460,0,501,1333,420
5,29301,36005029301,293.01,Census Tract 293.01,285423,733019,102,41,30
5,29302,36005029302,293.02,Census Tract 293.02,426603,0,346,309,278
47,29400,36047029400,294,Census Tract 294,188680,63389,81,125,75
81,29400,36081029400,294,Census Tract 294,1065200,0,239,222,365
81,29500,36081029500,295,Census Tract 295,182968,0,234,5048,3598
61,29500,36061029500,295,Census Tract 295,135565,0,575,13314,4013
5,29500,36005029500,295,Census Tract 295,236743,0,631,1267,266
47,29500,36047029500,295,Census Tract 295,164586,0,1133,2322,859
5,29600,36005029600,296,Census Tract 296,723313,0,343,5333,185
47,29600,36047029600,296,Census Tract 296,214120,0,117,106,141
81,29700,36081029700,297,Census Tract 297,519223,0,428,5055,3395
61,29700,36061029700,297,Census Tract 297,948118,1006331,280,2418,499
47,29700,36047029700,297,Census Tract 297,205561,0,1088,5731,1017
5,29700,36005029700,297,Census Tract 297,232457,0,377,269,150
47,29800,36047029800,298,Census Tract 298,220827,0,120,67,73
81,29900,36081029900,299,Census Tract 299,408255,0,162,3303,8509
61,29900,36061029900,299,Census Tract 299,616054,322917,143,4841,395
47,29900,36047029900,299,Census Tract 299,142218,0,138,1419,392
5,30000,36005030000,300,Census Tract 300,415699,0,100,2305,47
47,30000,36047030000,300,Census Tract 300,195051,0,40,55,29
5,30100,36005030100,301,Census Tract 301,146000,0,60,43,43
47,30100,36047030100,301,Census Tract 301,194432,0,259,1169,308
5,30200,36005030200,302,Census Tract 302,433616,126090,48,177,50
47,30200,36047030200,302,Census Tract 302,211197,0,95,12,25
61,30300,36061030300,303,Census Tract 303,156650,0,311,7484,1135
47,30300,36047030300,303,Census Tract 303,253580,0,207,522,219
85,30301,36085030301,303.01,Census Tract 303.01,719281,0,37,40,4
85,30302,36085030302,303.02,Census Tract 303.02,908763,0,24,95,11
47,30400,36047030400,304,Census Tract 304,465276,362966,97,135,58
47,30500,36047030500,305,Census Tract 305,322515,0,3863,11996,5384
47,30600,36047030600,306,Census Tract 306,193681,0,51,27,4
81,30600,36081030600,306,Census Tract 306,1345472,0,493,263,3632
61,30700,36061030700,307,Census Tract 307,84374,0,276,2629,525
47,30700,36047030700,307,Census Tract 307,266959,0,294,1075,565
5,30701,36005030701,307.01,Census Tract 307.01,396736,0,351,130,96
47,30800,36047030800,308,Census Tract 308,681576,0,54,77,23
61,30900,36061030900,309,Census Tract 309,302752,0,328,10854,570
47,30900,36047030900,309,Census Tract 309,151863,0,163,796,458
5,30900,36005030900,309,Census Tract 309,1365852,2151862,298,80,86
81,30902,36081030902,309.02,Census Tract 309.02,410707,0,231,5496,4313
81,30903,36081030903,309.03,Census Tract 309.03,351702,0,171,6590,5061
81,30904,36081030904,309.04,Census Tract 309.04,414418,0,268,1413,2142
5,31000,36005031000,310,Census Tract 310,634014,0,63,242,47
61,31100,36061031100,311,Census Tract 311,730774,312736,117,2547,565
47,31100,36047031100,311,Census Tract 311,152683,0,484,1753,760
5,31200,36005031200,312,Census Tract 312,202061,0,33,224,13
47,31300,36047031300,313,Census Tract 313,174299,0,1155,2979,1297
47,31400,36047031400,314,Census Tract 314,835660,410549,64,66,65
5,31400,36005031400,314,Census Tract 314,211194,0,29,103,10
47,31500,36047031500,315,Census Tract 315,180189,0,2135,6599,3237
5,31600,36005031600,316,Census Tract 316,177170,0,31,29,4
81,31700,36081031700,317,Census Tract 317,767638,0,696,4789,10320
47,31701,36047031701,317.01,Census Tract 317.01,139741,0,1197,3269,1193
47,31702,36047031702,317.02,Census Tract 317.02,139788,0,1034,3727,2046
61,31703,36061031703,317.03,Census Tract 317.03,258090,467423,30468,7,451263
61,31704,36061031704,317.04,Census Tract 317.04,219944,473123,15825,10,332474
5,31800,36005031800,318,Census Tract 318,178366,0,21,22,19
61,31900,36061031900,319,Census Tract 319,103141,314424,933,0,33855
5,31900,36005031900,319,Census Tract 319,213170,201583,36,28,23
47,31900,36047031900,319,Census Tract 319,151344,0,517,1366,586
85,31901,36085031901,319.01,Census Tract 319.01,388050,0,1,36,2
85,31902,36085031902,319.02,Census Tract 319.02,690539,302271,1,55,1
81,32000,36081032000,320,Census Tract 320,1040177,13031,125,108,210
47,32100,36047032100,321,Census Tract 321,160095,0,927,2584,1270
5,32300,36005032300,323,Census Tract 323,561180,0,188,98,106
47,32300,36047032300,323,Census Tract 323,173046,0,654,2831,1175
85,32300,36085032300,323,Census Tract 323,3866900,462391,2,22,13
5,32400,36005032400,324,Census Tract 324,268373,0,27,249,15
47,32500,36047032500,325,Census Tract 325,168414,0,639,2986,1347
47,32600,36047032600,326,Census Tract 326,329022,0,118,1442,59
5,32600,36005032600,326,Census Tract 326,331185,0,33,151,37
81,32700,36081032700,327,Census Tract 327,150851,0,95,6133,2794
47,32700,36047032700,327,Census Tract 327,177080,0,846,4423,3359
81,32800,36081032800,328,Census Tract 328,368018,0,24,10,15
47,32800,36047032800,328,Census Tract 328,232840,0,63,1023,14
5,32800,36005032800,328,Census Tract 328,204657,0,44,353,37
81,32900,36081032900,329,Census Tract 329,436915,0,1041,2113,1437
47,32900,36047032900,329,Census Tract 329,156418,0,530,1358,487
81,33000,36081033000,330,Census Tract 330,817314,0,81,35,101
47,33000,36047033000,330,Census Tract 330,368846,119064,38,806,20
5,33000,36005033000,330,Census Tract 330,206129,0,99,946,70
81,33100,36081033100,331,Census Tract 331,2837109,2193944,93452,2337,1835788
47,33100,36047033100,331,Census Tract 331,142464,0,286,392,197
5,33201,36005033201,332.01,Census Tract 332.01,114036,0,62,575,70
5,33202,36005033202,332.02,Census Tract 332.02,115204,0,60,528,25
47,33300,36047033300,333,Census Tract 333,186338,0,385,297,142
5,33400,36005033400,334,Census Tract 334,3044513,62113,700,3243,440
81,33401,36081033401,334.01,Census Tract 334.01,560660,0,25,25,37
81,33402,36081033402,334.02,Census Tract 334.02,757756,0,97,71,57
47,33500,36047033500,335,Census Tract 335,180682,0,518,513,280
5,33500,36005033500,335,Census Tract 335,696563,0,815,195,144
5,33600,36005033600,336,Census Tract 336,184395,0,37,1068,53
47,33600,36047033600,336,Census Tract 336,691528,1085724,34,185,25
81,33700,36081033700,337,Census Tract 337,150835,0,87,5542,2722
47,33700,36047033700,337,Census Tract 337,197587,0,785,1614,1690
5,33700,36005033700,337,Census Tract 337,424266,0,123,78,40
5,33800,36005033800,338,Census Tract 338,161380,0,46,514,47
81,33900,36081033900,339,Census Tract 339,150839,0,67,4074,2207
47,33900,36047033900,339,Census Tract 339,180739,0,606,2159,646
5,34000,36005034000,340,Census Tract 340,158331,0,27,372,27
47,34000,36047034000,340,Census Tract 340,129694,0,16,95,9
47,34100,36047034100,341,Census Tract 341,139771,0,621,1725,552
5,34200,36005034200,342,Census Tract 342,156834,0,37,262,26
47,34200,36047034200,342,Census Tract 342,229959,0,58,983,16
5,34300,36005034300,343,Census Tract 343,121495,0,55,94,31
47,34300,36047034300,343,Census Tract 343,162149,0,379,1202,388
5,34400,36005034400,344,Census Tract 344,157012,0,29,240,19
5,34500,36005034500,345,Census Tract 345,274627,0,118,316,87
47,34500,36047034500,345,Census Tract 345,163599,0,318,870,288
81,34700,36081034700,347,Census Tract 347,382772,0,723,3209,3970
47,34700,36047034700,347,Census Tract 347,139778,0,324,627,188
47,34800,36047034800,348,Census Tract 348,595375,87369,300,3777,136
5,34800,36005034800,348,Census Tract 348,437468,0,73,404,36
47,34900,36047034900,349,Census Tract 349,163213,0,291,1449,504
5,35000,36005035000,350,Census Tract 350,191626,0,25,102,10
47,35000,36047035000,350,Census Tract 350,196320,0,202,1616,71
81,35100,36081035100,351,Census Tract 351,139241,0,61,1891,1289
47,35100,36047035100,351,Census Tract 351,163006,0,308,1417,797
5,35100,36005035100,351,Census Tract 351,580468,0,1381,377,140
81,35200,36081035200,352,Census Tract 352,606223,0,66,33,31
47,35200,36047035200,352,Census Tract 352,990155,1400857,440,927,94
81,35300,36081035300,353,Census Tract 353,155113,0,62,3220,1349
47,35300,36047035300,353,Census Tract 353,163102,0,390,974,530
47,35400,36047035400,354,Census Tract 354,377671,0,136,167,97
47,35500,36047035500,355,Census Tract 355,138408,0,279,610,259
5,35600,36005035600,356,Census Tract 356,397359,0,18,320,76
47,35601,36047035601,356.01,Census Tract 356.01,67923,0,32,21,19
47,35602,36047035602,356.02,Census Tract 356.02,170784,0,61,57,44
47,35700,36047035700,357,Census Tract 357,180064,0,155,462,165
81,35700,36081035700,357,Census Tract 357,618526,0,2421,1771,13774
81,35800,36081035800,358,Census Tract 358,524485,0,48,16,38
5,35800,36005035800,358,Census Tract 358,652944,0,49,325,40
47,35900,36047035900,359,Census Tract 359,183572,0,213,607,204
5,35900,36005035900,359,Census Tract 359,134331,0,17,800,37
5,36000,36005036000,360,Census Tract 360,266176,0,26,124,18
47,36001,36047036001,360.01,Census Tract 360.01,95356,0,69,46,25
47,36002,36047036002,360.02,Census Tract 360.02,86032,0,116,90,59
81,36100,36081036100,361,Census Tract 361,157372,0,61,1109,701
47,36100,36047036100,361,Census Tract 361,141044,0,73,370,123
5,36100,36005036100,361,Census Tract 361,164775,0,92,2619,84
47,36200,36047036200,362,Census Tract 362,171110,0,152,192,101
81,36300,36081036300,363,Census Tract 363,134898,0,73,1230,621
47,36300,36047036300,363,Census Tract 363,259732,0,170,721,191
5,36300,36005036300,363,Census Tract 363,221467,0,42,1961,49
47,36400,36047036400,364,Census Tract 364,143250,0,25,93,93
5,36400,36005036400,364,Census Tract 364,202212,0,20,298,19
81,36500,36081036500,365,Census Tract 365,166196,0,55,2101,1107
47,36501,36047036501,365.01,Census Tract 365.01,126351,0,67,419,126
5,36501,36005036501,365.01,Census Tract 365.01,95827,0,19,1665,42
47,36502,36047036502,365.02,Census Tract 365.02,122049,0,56,179,145
5,36502,36005036502,365.02,Census Tract 365.02,97659,0,27,755,23
81,36600,36081036600,366,Census Tract 366,369653,0,38,48,23
47,36600,36047036600,366,Census Tract 366,234154,0,69,132,127
81,36700,36081036700,367,Census Tract 367,195576,0,68,345,246
47,36700,36047036700,367,Census Tract 367,182968,0,235,1342,176
5,36700,36005036700,367,Census Tract 367,93063,0,25,166,18
81,36800,36081036800,368,Census Tract 368,232843,0,24,15,10
5,36800,36005036800,368,Census Tract 368,169530,0,41,628,34
47,36900,36047036900,369,Census Tract 369,226736,0,294,1136,308
5,36901,36005036901,369.01,Census Tract 369.01,98732,0,17,798,30
5,36902,36005036902,369.02,Census Tract 369.02,62406,0,5,311,10
47,37000,36047037000,370,Census Tract 370,336242,0,148,1846,187
5,37000,36005037000,370,Census Tract 370,158885,0,30,133,9
81,37100,36081037100,371,Census Tract 371,187474,0,87,179,642
47,37100,36047037100,371,Census Tract 371,189347,0,221,1338,204
5,37100,36005037100,371,Census Tract 371,198177,0,27,1329,31
5,37200,36005037200,372,Census Tract 372,186530,0,13,143,17
81,37300,36081037300,373,Census Tract 373,238080,0,174,1518,977
47,37300,36047037300,373,Census Tract 373,170809,0,420,1098,486
5,37300,36005037300,373,Census Tract 373,173453,0,21,2116,64
5,37400,36005037400,374,Census Tract 374,167070,0,36,516,30
47,37401,36047037401,374.01,Census Tract 374.01,225519,0,50,95,49
47,37402,36047037402,374.02,Census Tract 374.02,301498,0,105,86,39
81,37500,36081037500,375,Census Tract 375,153192,0,48,15940,802
47,37500,36047037500,375,Census Tract 375,158803,0,880,2193,889
5,37504,36005037504,375.04,Census Tract 375.04,239719,0,111,3275,76
81,37600,36081037600,376,Census Tract 376,769753,0,55,24,21
5,37600,36005037600,376,Census Tract 376,124765,0,15,71,13
81,37700,36081037700,377,Census Tract 377,146818,0,17,1312,269
47,37700,36047037700,377,Census Tract 377,190208,0,604,1119,326
5,37800,36005037800,378,Census Tract 378,131958,0,22,1133,69
81,37900,36081037900,379,Census Tract 379,197067,0,44,1787,245
5,37900,36005037900,379,Census Tract 379,191331,0,34,2972,108
47,37900,36047037900,379,Census Tract 379,183761,0,360,1457,221
5,38000,36005038000,380,Census Tract 380,213585,0,39,610,54
81,38100,36081038100,381,Census Tract 381,284505,0,81,1522,324
5,38100,36005038100,381,Census Tract 381,151507,0,40,1542,70
47,38100,36047038100,381,Census Tract 381,239523,0,476,2399,472
47,38200,36047038200,382,Census Tract 382,233431,0,37,27,3
5,38200,36005038200,382,Census Tract 382,157168,0,8,83,13
47,38300,36047038300,383,Census Tract 383,174539,0,743,1532,425
81,38301,36081038301,383.01,Census Tract 383.01,560162,150182,398,1288,270
5,38301,36005038301,383.01,Census Tract 383.01,94777,0,23,2089,41
5,38302,36005038302,383.02,Census Tract 383.02,145687,0,68,2874,73
81,38302,36081038302,383.02,Census Tract 383.02,4484163,1281692,6162,22431,8634
81,38400,36081038400,384,Census Tract 384,297515,0,22,13,19
5,38500,36005038500,385,Census Tract 385,189195,0,96,2499,80
47,38500,36047038500,385,Census Tract 385,174443,0,644,1246,395
5,38600,36005038600,386,Census Tract 386,409294,0,45,392,33
